DISTRICT_NUMBER|SCHOOL_NUMBER|EMH_LEVEL|CONTENT_AREA|YEAR|STUDENTGROUP|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT|ENROLLMENT_PERCENTAGE
2690|8359|M|1|2012|3|22|75.5|7.5|25.6|93|134|NULL
2690|8359|M|1|2012|5|23|82|6.7|22.6|359|425|NULL
2690|8359|M|1|2012|2|24|83|4.3|19.5|207|232|NULL
2690|8359|M|1|2012|1|20|80|9.2|24.6|184|232|NULL
2690|8359|M|1|2012|11|29|97|0|0|98|102|NULL
2690|8359|M|1|2013|12|27|47|31.6|75.8|95|95|NULL
2690|8359|M|1|2013|9|25|83|7.5|19.6|345|382|NULL
2690|8359|M|2|2013|8|38|76|24.5|19.2|49|52|NULL
2690|8359|M|1|2013|4|25|83|10.3|24.3|291|309|NULL
2690|8359|M|1|2013|2|30|80|10.5|24.7|181|198|NULL
2690|8359|M|2|2013|5|33|40|41.6|47.8|346|385|NULL
2690|8359|M|2|2013|12|32.5|13|72.3|91.5|94|94|NULL
2690|8359|M|1|2013|7|25|76|12.5|27.4|321|358|NULL
2690|8359|M|1|2013|11|31|97|1|0|97|97|NULL
2690|8359|M|2|2013|1|31|45|38.3|43.3|193|217|NULL
2690|8359|M|1|2013|10|39.5|37.5|56.7|90.3|30|31|NULL
2690|8359|M|1|2013|1|22.5|80|12.4|25.1|194|215|NULL
2690|8359|M|1|2013|5|25|80|11.6|25|346|384|NULL
2690|8359|M|1|2013|6|36|88|10.3|24.1|29|29|NULL
2690|8359|M|2|2013|7|33|37|43.9|51|326|363|NULL
2690|8359|M|1|2013|8|28.5|96.5|5.6|9.1|54|55|NULL
2690|8359|M|2|2013|9|33|45.5|37.2|42.6|344|383|NULL
2690|8359|M|1|2013|3|26.5|74|15.5|26.9|84|104|NULL
2690|8359|M|2|2013|6|43|66|37.9|36.7|29|30|NULL
2690|8359|M|2|2013|3|34|21|56.8|59.4|81|101|NULL
2690|8359|M|2|2013|4|33|45.5|37.1|43|294|314|NULL
2690|8359|M|2|2013|2|37|35|44.5|51|182|198|NULL
2690|8359|M|2|2013|10|48|11|87.1|100|31|32|NULL
2690|8359|M|2|2013|11|37|80|12.6|5.2|95|96|NULL
2690|8403|M|1|2011|9|31|71|13.3|33.1|502|578|NULL
2690|8403|M|1|2011|3|34|57|32.2|60.9|183|209|NULL
2690|8403|M|2|2011|5|43|33|59.5|64|531|601|NULL
2690|8403|M|2|2011|6|37|42|44.9|50.9|49|54|NULL
2690|8403|M|1|2011|1|35|68|22.8|41.7|307|346|NULL
2690|8403|M|1|2011|2|30|68|15.1|38.5|272|310|NULL
2690|8403|M|1|2011|10|37|32|57.1|92.3|77|78|NULL
2690|8403|M|1|2011|11|37|94|4.9|2.7|142|149|NULL
2690|8403|M|1|2011|12|29|39|37.1|92.3|143|143|NULL
2690|8403|M|2|2011|8|48.5|71|39.1|22.2|46|55|NULL
2690|8403|M|1|2011|5|31.5|68|19.5|41.2|532|604|NULL
2690|8403|M|1|2011|6|36|86|14.9|28.8|47|52|NULL
2690|8403|M|2|2011|7|41.5|32|59.9|66.6|534|600|NULL
2690|8403|M|2|2011|2|42|33|59.3|66.3|270|308|NULL
2690|8403|M|2|2011|10|54|12|92.3|98.7|78|79|NULL
2690|8403|M|2|2011|9|40|39|53|58|502|576|NULL
2690|8403|M|2|2011|12|39|14|82.2|98.6|146|146|NULL
2690|8403|M|2|2011|1|43|37|57.4|59.9|310|347|NULL
2690|8403|M|1|2011|8|29|95|8.9|9.6|45|53|NULL
2690|8403|M|1|2011|7|32|67|20|42.8|534|603|NULL
2690|8403|M|2|2011|4|42|41|49.7|53.7|398|449|NULL
2690|8403|M|1|2011|4|31|71|13.1|30.6|396|447|NULL
2690|8403|M|2|2011|11|48|65|35.7|16.3|143|155|NULL
2690|8403|M|2|2011|3|43|24|76.9|83.3|182|206|NULL
2690|8403|M|1|2012|9|37.5|78|12.9|29.6|534|583|NULL
2690|8403|M|1|2012|11|46|95|3.3|2|150|152|NULL
2690|8403|M|2|2012|5|44|33|59.7|67.5|544|589|NULL
2690|8403|M|1|2012|6|24|88|6.2|22.6|48|53|NULL
2690|8403|M|1|2012|10|37.5|28|60|90|60|60|NULL
2690|8403|M|1|2012|5|38|74|18.7|36.4|546|590|NULL
2690|8403|M|2|2012|9|44|38|54.5|61.2|532|582|NULL
2690|8403|M|2|2012|6|34.5|47|35.4|35.8|48|53|NULL
2690|8403|M|2|2012|2|52|33|63.2|70.7|285|308|NULL
2690|8403|M|1|2012|2|35|75|14.4|35.5|285|308|NULL
2690|8403|M|1|2012|7|37.5|73.5|18.5|37.1|556|603|NULL
2690|8403|M|2|2012|4|44|40|52.2|59.4|427|460|NULL
2690|8403|M|2|2012|12|40|12|83.8|98|148|149|NULL
2690|8403|M|1|2012|1|40|75|20.7|35|309|335|NULL
2690|8403|M|1|2012|12|28.5|41|41.2|86.5|148|148|NULL
2690|8403|M|2|2012|11|55.5|67|33.3|17.2|150|151|NULL
2690|8403|M|2|2012|1|36|37|52.8|59.5|307|334|NULL
2690|8403|M|1|2012|4|35.5|80|11.9|28.8|428|460|NULL
2690|8403|M|2|2012|10|38.5|10|86.7|100|60|60|NULL
2690|8403|M|2|2012|3|41|21|72.1|78.9|165|182|NULL
2690|8403|M|1|2012|8|35.5|96|5.3|7.5|38|40|NULL
2690|8403|M|2|2012|7|44|32|60.3|68.2|551|598|NULL
2690|8403|M|2|2012|8|31|67.5|24.4|18.6|41|44|NULL
2690|8403|M|1|2012|3|40|66|32.5|51.6|166|183|NULL
2690|8403|M|1|2013|8|51.5|94.5|11.9|8.9|42|45|NULL
2690|8403|M|2|2013|4|45|37|57.7|62.9|411|431|NULL
2690|8403|M|1|2013|10|46.5|29.5|66.7|95.5|84|88|NULL
2690|8403|M|2|2013|3|43|18|76.7|84.4|159|179|NULL
2690|8403|M|1|2013|9|44|73|19.9|40.8|488|527|NULL
2690|8403|M|1|2013|11|49|95.5|6.2|2.7|146|146|NULL
2690|8403|M|1|2013|12|43|36|55.9|97.9|143|143|NULL
2690|8403|M|1|2013|7|44|68|27.9|51.8|530|570|NULL
2690|8403|M|1|2013|1|44|68.5|25.2|49.1|306|330|NULL
2690|8403|M|2|2013|7|45|29|65.9|72.6|528|565|NULL
2690|8403|M|2|2013|1|43|31|64.6|68.8|305|327|NULL
2690|8403|M|2|2013|10|47|9|90.6|96.6|85|88|NULL
2690|8403|M|1|2013|4|43|73|20.3|40|413|435|NULL
2690|8403|M|2|2013|5|43|30|63.9|71|524|562|NULL
2690|8403|M|2|2013|6|53.5|55.5|52.2|47.9|46|48|NULL
2690|8403|M|1|2013|2|44|70|28.6|48.1|266|285|NULL
2690|8403|M|2|2013|12|32|9|87.2|100|141|141|NULL
2690|8403|M|2|2013|2|45|28|61.1|69.6|265|283|NULL
2690|8403|M|1|2013|6|62|83|27.7|31.4|47|51|NULL
2690|8403|M|2|2013|8|34|64.5|26.2|26.7|42|45|NULL
2690|8403|M|1|2013|5|43|69|26.7|50.2|525|564|NULL
2690|8403|M|1|2013|3|48|57|43.4|69.4|159|180|NULL
2690|8403|M|2|2013|9|44|36|58.1|64.6|485|522|NULL
2690|8403|M|2|2013|11|50|64|33.3|20.4|147|147|NULL
470|8686|E|1|2011|5|51|42|56.5|75.6|23|45|NULL
470|8686|E|2|2011|6|50|61|42.2|29.7|45|92|NULL
470|8686|E|1|2011|3|54|34.5|64.3|81.5|14|27|NULL
470|8686|E|2|2011|5|60|40|69.6|75.6|23|41|NULL
470|8686|E|1|2011|9|50|55|46.7|64.2|105|174|NULL
470|8686|E|2|2011|8|26|66|0|0|3|5|NULL
470|8686|E|1|2011|10|72.5|20|100|100|4|4|NULL
470|8686|E|2|2011|11|53|79|17.6|0|17|17|NULL
470|8686|E|2|2011|12|70|30|88.2|100|17|17|NULL
470|8686|E|1|2011|6|51|56|46.5|61.4|86|133|NULL
470|8686|E|1|2011|4|51|56|46.3|62|95|151|NULL
470|8686|E|2|2011|3|62|38|72.7|70|11|20|NULL
470|8686|E|1|2011|12|47|31|67.9|96.4|28|28|NULL
470|8686|E|1|2011|2|51|48|56|67.5|50|84|NULL
470|8686|E|2|2011|4|59|57|47.4|39.3|57|113|NULL
470|8686|E|1|2011|7|50.5|52|49|66.3|104|170|NULL
470|8686|E|1|2011|1|51|57|42.4|62.8|59|94|NULL
470|8686|E|2|2011|9|51.5|56.5|48.4|42.2|64|129|NULL
470|8686|E|2|2011|7|60|55|53.8|45.7|65|128|NULL
470|8686|E|1|2011|8|54|71|40|37.5|5|8|NULL
470|8686|E|2|2011|10|96|33.5|100|100|4|4|NULL
470|8686|E|2|2011|2|54.5|45|62.5|53.6|32|57|NULL
470|8686|E|2|2011|1|59.5|66.5|41.7|36.8|36|76|NULL
470|8686|E|1|2011|11|65|72.5|39.3|27.6|28|29|NULL
470|8686|E|2|2012|6|73.5|68|59.1|37.1|44|89|NULL
470|8686|E|2|2012|5|54.5|41|57.7|62.2|26|45|NULL
470|8686|E|1|2012|9|48|66|28.3|64|106|164|NULL
470|8686|E|1|2012|5|56|59|33.3|73.9|27|46|NULL
470|8686|E|1|2012|10|90|51|100|100|1|2|NULL
470|8686|E|1|2012|7|49|66|30.1|66.9|103|157|NULL
470|8686|E|2|2012|11|81.5|83.5|38.9|5.6|18|18|NULL
470|8686|E|2|2012|12|69|32|75|93.8|16|16|NULL
470|8686|E|1|2012|2|46|66|25|62.5|60|88|NULL
470|8686|E|1|2012|8|29|66.5|0|22.2|4|9|NULL
470|8686|E|1|2012|11|56|82|11.1|7.4|27|27|NULL
470|8686|E|1|2012|12|32|44|44.4|96.3|27|27|NULL
470|8686|E|2|2012|3|76|35|80|82.6|10|23|NULL
470|8686|E|1|2012|4|49|66|28|60.3|93|141|NULL
470|8686|E|2|2012|8|52|87|33.3|12.5|3|8|NULL
470|8686|E|1|2012|1|51|64|34|66.7|47|78|NULL
470|8686|E|2|2012|10|55|15|100|100|1|2|NULL
470|8686|E|2|2012|9|68|57|58|44.7|69|132|NULL
470|8686|E|2|2012|1|73|54|60|46|35|63|NULL
470|8686|E|2|2012|2|65|57|57.1|45.1|35|71|NULL
470|8686|E|2|2012|7|68|54|59.7|47.6|67|126|NULL
470|8686|E|1|2012|3|49.5|55.5|35.7|88|14|25|NULL
470|8686|E|1|2012|6|46|66.5|27.5|60.8|80|120|NULL
470|8686|E|2|2012|4|67.5|64.5|55|37.8|60|111|NULL
470|8686|E|1|2013|7|45.5|54|46.5|56.5|86|147|NULL
470|8686|E|2|2013|1|42|45.5|53.6|49.2|28|65|NULL
470|8686|E|1|2013|8|15|72|14.3|31.2|7|16|NULL
470|8686|E|2|2013|12|41|28|82.4|100|17|17|NULL
470|8686|E|1|2013|5|45|44|60.9|65.9|23|44|NULL
470|8686|E|1|2013|11|39|83|12|4|25|25|NULL
470|8686|E|1|2013|12|40|30|69.6|87|23|23|NULL
470|8686|E|2|2013|3|50.5|25.5|85.7|70.8|14|24|NULL
470|8686|E|2|2013|4|53|62|50|41|52|105|NULL
470|8686|E|1|2013|6|41|60|38.6|49.6|70|119|NULL
470|8686|E|2|2013|2|63.5|62.5|60.5|43.8|38|64|NULL
470|8686|E|1|2013|1|42|49|46.3|55.1|41|78|NULL
470|8686|E|1|2013|2|46.5|60.5|42.3|52.9|52|85|NULL
470|8686|E|1|2013|9|42|56|41.6|52.8|89|159|NULL
470|8686|E|1|2013|10|65|22.5|100|100|4|4|NULL
470|8686|E|2|2013|5|50|43|65.2|65.9|23|44|NULL
470|8686|E|2|2013|6|53|63|53.5|36.5|43|85|NULL
470|8686|E|2|2013|11|65|84|23.5|5.9|17|17|NULL
470|8686|E|1|2013|4|42|58|39.2|50.7|79|136|NULL
470|8686|E|2|2013|8|34.5|69|33.3|13.3|6|15|NULL
470|8686|E|2|2013|10|49|9.5|100|100|4|4|NULL
470|8686|E|2|2013|9|52.5|59|54.8|44.8|62|125|NULL
470|8686|E|1|2013|3|69|35|71.4|70.4|14|27|NULL
470|8686|E|2|2013|7|53|46.5|60|50.9|60|114|NULL
2690|8764|H|1|2011|1|18|99|0|8.1|19|39|NULL
2690|8764|H|1|2011|4|18|99|0|5.1|27|63|NULL
2690|8764|H|1|2011|6|25.5|99|0|0|8|14|NULL
2690|8764|M|2|2011|8|43.5|74|0|0|2|5|NULL
2690|8764|H|2|2011|10|55|9|100|100|1|2|NULL
2690|8764|H|1|2011|3|36|99|0|0|4|8|NULL
2690|8764|H|2|2011|5|21|65|36.4|27.3|22|57|NULL
2690|8764|H|2|2011|6|12|84|11.1|30.8|9|15|NULL
2690|8764|M|2|2011|5|29|51|27.6|31.4|29|51|NULL
2690|8764|H|1|2011|5|23|99|0|5.6|23|57|NULL
2690|8764|H|1|2011|10|5|21|0|50|1|2|NULL
2690|8764|M|1|2011|6|15|91|0|0|3|6|NULL
2690|8764|H|2|2011|9|20.5|81|26.7|25.8|30|70|NULL
2690|8764|H|1|2011|2|28|99|0|0|12|32|NULL
2690|8764|H|2|2011|7|21|65|33.3|28.8|27|63|NULL
2690|8764|H|2|2011|8|18|97|0|22.2|4|9|NULL
2690|8764|M|1|2011|9|35|94|9.4|8.8|32|58|NULL
2690|8764|M|2|2011|7|28.5|51.5|30|30.8|30|52|NULL
2690|8764|H|1|2011|8|33|99|0|0|3|9|NULL
2690|8764|H|2|2011|3|60|93|20|0|5|10|NULL
2690|8764|H|2|2011|4|17.5|76|30.8|32.8|26|62|NULL
2690|8764|H|2|2011|12|55|12|83.3|83.3|6|12|NULL
2690|8764|M|1|2011|8|46|99|0|0|3|5|NULL
2690|8764|H|1|2011|12|14.5|82|0|15.4|8|13|NULL
2690|8764|H|1|2011|9|26|99|0|3.1|30|69|NULL
2690|8764|M|1|2011|7|33|92|10.3|9.6|29|53|NULL
2690|8764|M|1|2011|4|33|92|7.4|8.3|27|49|NULL
2690|8764|M|2|2011|11|28|73|0|0|7|12|NULL
2690|8764|H|2|2011|11|20|95|0|14.3|9|14|NULL
2690|8764|M|2|2011|4|28|52|29.6|27.1|27|48|NULL
2690|8764|M|2|2011|1|29|49|26.3|25|19|36|NULL
2690|8764|H|1|2011|11|26|99|0|0|8|13|NULL
2690|8764|M|2|2011|9|28.5|53|28.1|28.1|32|57|NULL
2690|8764|M|2|2011|12|31|26|44.4|75|9|12|NULL
2690|8764|M|1|2011|2|18|91|0|4.5|13|22|NULL
2690|8764|M|1|2011|11|46|99|0|0|9|13|NULL
2690|8764|M|1|2011|5|43|94.5|10.3|9.8|29|52|NULL
2690|8764|M|2|2011|6|27|57|33.3|0|3|6|NULL
2690|8764|H|2|2011|2|21|83|18.2|17.2|11|30|NULL
2690|8764|M|1|2011|3|43|97|20|11.1|5|9|NULL
2690|8764|M|1|2011|1|47|95.5|15.8|11.4|19|36|NULL
2690|8764|H|1|2011|7|17.5|99|0|5.1|28|62|NULL
2690|8764|M|2|2011|3|34|54|20|33.3|5|9|NULL
2690|8764|M|1|2011|12|37|75.5|33.3|33.3|9|13|NULL
2690|8764|H|2|2011|1|23|65|35|35.9|20|42|NULL
2690|8764|M|2|2011|2|28|54|30.8|33.3|13|21|NULL
2690|8764|H|2|2012|6|32|42|25|27.3|4|11|NULL
2690|8764|H|1|2012|5|41|99|0|3.9|41|80|NULL
2690|8764|M|1|2012|9|29|99|4.9|3.7|41|54|NULL
2690|8764|H|1|2012|6|10|99|0|8.3|5|12|NULL
2690|8764|H|2|2012|8|31|99|0|12.5|3|8|NULL
2690|8764|M|1|2012|6|17|99|0|0|7|8|NULL
2690|8764|H|2|2012|12|25|13.5|42.9|55.6|14|18|NULL
2690|8764|H|2|2012|5|27.5|69.5|21.4|25.3|42|79|NULL
2690|8764|M|1|2012|5|29|98.5|5.9|4.3|34|46|NULL
2690|8764|H|2|2012|11|34|95|16.7|10.5|12|19|NULL
2690|8764|H|1|2012|9|41|99|0|4.6|46|91|NULL
2690|8764|M|2|2012|7|28|65|17.9|15.7|39|51|NULL
2690|8764|H|1|2012|8|36|99|0|0|3|8|NULL
2690|8764|H|1|2012|7|41|99|0|4.9|43|84|NULL
2690|8764|M|1|2012|2|17|99|0|0|18|26|NULL
2690|8764|M|2|2012|8|7|85|0|0|3|3|NULL
2690|8764|H|1|2012|4|40|99|0|3.7|43|85|NULL
2690|8764|H|1|2012|1|42|99|0|7.1|21|45|NULL
2690|8764|M|1|2012|8|29|99|0|0|3|3|NULL
2690|8764|H|2|2012|3|33|47|40|40|5|10|NULL
2690|8764|H|2|2012|4|27|73|19.5|23.8|41|80|NULL
2690|8764|M|2|2012|5|25|65|20|17.4|35|46|NULL
2690|8764|M|1|2012|1|29|95|8.7|7.1|23|28|NULL
2690|8764|M|2|2012|11|44|85|0|0|11|14|NULL
2690|8764|H|1|2012|2|41|99|0|2.2|25|47|NULL
2690|8764|H|1|2012|11|32.5|99|0|0|12|18|NULL
2690|8764|M|1|2012|7|27.5|98.5|5.3|3.9|38|51|NULL
2690|8764|M|2|2012|6|30|70|0|0|7|8|NULL
2690|8764|M|2|2012|1|24|66|26.1|14.8|23|27|NULL
2690|8764|H|2|2012|7|27|64|23.3|26.8|43|82|NULL
2690|8764|H|1|2012|12|32|97|0|12.5|11|16|NULL
2690|8764|M|1|2012|12|37|83.5|16.7|14.3|12|14|NULL
2690|8764|M|2|2012|4|26.5|68|18.4|14.6|38|48|NULL
2690|8764|H|2|2012|9|27.5|65|21.7|25.8|46|89|NULL
2690|8764|H|1|2012|3|60|99|0|14.3|3|7|NULL
2690|8764|M|1|2012|11|38|99|0|0|11|14|NULL
2690|8764|M|1|2012|3|38|99|0|0|3|5|NULL
2690|8764|M|1|2012|4|22|98.5|5.3|4.1|38|49|NULL
2690|8764|M|2|2012|2|28|66|5.3|14.8|19|27|NULL
2690|8764|M|2|2012|12|17|40|18.2|14.3|11|14|NULL
2690|8764|H|2|2012|2|29|70|25|27.7|24|47|NULL
2690|8764|M|2|2012|3|29|46.5|0|16.7|4|6|NULL
2690|8764|H|2|2012|1|22.5|61.5|18.2|23.3|22|43|NULL
2690|8764|M|2|2012|9|26.5|66|16.7|14.8|42|54|NULL
2690|8764|H|2|2013|12|50|41|61.5|58.8|13|17|NULL
2690|8764|H|1|2013|11|82|99|7.1|6.2|14|16|NULL
2690|8764|H|2|2013|2|64.5|82|33.3|40|24|35|NULL
2690|8764|H|2|2013|11|61|98|0|0|13|15|NULL
2690|8764|H|1|2013|5|62.5|99|6.8|5|44|60|NULL
2690|8764|M|1|2013|8|69.5|97.5|0|0|2|3|NULL
2690|8764|M|1|2013|1|50|96|0|0|7|10|NULL
2690|8764|H|1|2013|9|56.5|99|6.2|4.4|48|68|NULL
2690|8764|H|1|2013|7|56|99|6.4|4.5|47|67|NULL
2690|8764|M|1|2013|7|46|98|0|0|11|24|NULL
2690|8764|H|1|2013|4|62.5|99|6.8|5.3|44|57|NULL
2690|8764|H|2|2013|5|61|83|28.9|29.5|45|61|NULL
2690|8764|M|1|2013|2|42|98|0|0|6|17|NULL
2690|8764|H|1|2013|8|98|99|0|0|1|1|NULL
2690|8764|H|2|2013|1|53|91|20|14.7|25|34|NULL
2690|8764|M|1|2013|11|68.5|99|0|0|4|8|NULL
2690|8764|M|1|2013|12|49.5|86|0|0|2|4|NULL
2690|8764|H|1|2013|3|22|99|0|0|4|11|NULL
2690|8764|H|2|2013|4|55|87|24.4|22|45|59|NULL
2690|8764|H|1|2013|12|37|99|14.3|11.8|14|17|NULL
2690|8764|H|2|2013|9|55|87|26.5|27.5|49|69|NULL
2690|8764|H|2|2013|3|59.5|69|50|60|4|10|NULL
2690|8764|H|2|2013|7|58|85|27.1|27.9|48|68|NULL
2690|8764|M|1|2013|9|49|98|0|0|13|27|NULL
2690|8764|H|2|2013|8|27|98|0|0|1|1|NULL
2690|8764|M|2|2013|7|46|61|18.2|16.7|11|24|NULL
2690|8764|M|2|2013|1|53|69|28.6|0|7|10|NULL
2690|8764|M|2|2013|2|23.5|50.5|16.7|23.5|6|17|NULL
2690|8764|M|2|2013|3|17|45|0|25|1|4|NULL
2690|8764|M|2|2013|4|46.5|64.5|25|13|12|23|NULL
2690|8764|M|2|2013|11|53|88|40|0|5|8|NULL
2690|8764|M|2|2013|8|52|78.5|50|0|2|3|NULL
2690|8764|M|1|2013|5|48|98|0|0|12|25|NULL
2690|8764|H|1|2013|6|25.5|99|0|0|4|8|NULL
2690|8764|M|1|2013|3|50|82|0|0|1|4|NULL
2690|8764|M|1|2013|4|47.5|98|0|0|12|23|NULL
2690|8764|M|2|2013|12|17|29|33.3|50|3|4|NULL
2690|8764|H|1|2013|2|63.5|99|8.3|5.7|24|35|NULL
2690|8764|H|1|2013|1|55.5|99|4.2|3|24|33|NULL
2690|8764|H|2|2013|6|33|90|0|12.5|4|8|NULL
2690|8764|M|2|2013|9|46|62|23.1|14.8|13|27|NULL
2690|8764|M|2|2013|6|46|61|0|0|1|2|NULL
2690|8764|M|1|2013|6|49|90|0|0|1|2|NULL
2690|8764|M|2|2013|5|37|64.5|25|16|12|25|NULL
1040|8787|M|1|2011|4|54|69|34.7|52.5|75|101|NULL
1040|8787|M|1|2011|10|63.5|25|84.1|98.9|176|176|NULL
1040|8787|M|2|2011|12|53|9|92.4|100|211|211|NULL
1040|8787|M|1|2011|11|55|88|17|16.1|218|219|NULL
1040|8787|M|2|2011|8|49.5|60.5|39.4|32.9|66|71|NULL
1040|8787|M|2|2011|5|55|24|76|82.2|833|991|NULL
1040|8787|M|1|2011|2|58|58|48.6|70.8|399|480|NULL
1040|8787|M|1|2011|9|55|63|41.6|65|682|840|NULL
1040|8787|M|1|2011|12|53|24|82.3|100|209|209|NULL
1040|8787|M|1|2011|7|58|54|52.7|74.4|792|944|NULL
1040|8787|M|2|2011|6|42|36.5|50|63.6|22|22|NULL
1040|8787|M|1|2011|8|47|83|22.7|25|66|72|NULL
1040|8787|M|2|2011|7|55|23|78.3|85.4|789|942|NULL
1040|8787|M|1|2011|3|58|56|51.9|72.9|783|915|NULL
1040|8787|M|2|2011|3|55|23|76.9|83.5|779|913|NULL
1040|8787|M|1|2011|1|56|55|51.9|71|459|536|NULL
1040|8787|M|1|2011|5|58|57|50.6|71.5|836|994|NULL
1040|8787|M|2|2011|9|52|28|70.1|78.1|682|838|NULL
1040|8787|M|1|2011|6|52|69.5|40.9|45.5|22|22|NULL
1040|8787|M|2|2011|1|53|26|72.3|79.3|458|535|NULL
1040|8787|M|2|2011|4|51.5|32.5|59.2|66|76|100|NULL
1040|8787|M|2|2011|11|53|54|50|38.5|218|220|NULL
1040|8787|M|2|2011|10|60|9|96|99.4|173|175|NULL
1040|8787|M|2|2011|2|56|22|78.8|84.5|397|478|NULL
1040|8787|M|2|2012|5|49|23|74.2|80.4|817|989|NULL
1040|8787|M|1|2012|7|48|57|44.3|66.1|774|929|NULL
1040|8787|M|1|2012|10|47|19|82.3|98.6|147|147|NULL
1040|8787|M|2|2012|8|52|61|40.4|29.6|57|74|NULL
1040|8787|M|2|2012|12|45|8|94.7|100|206|207|NULL
1040|8787|M|1|2012|8|51.5|91|16.7|20|60|73|NULL
1040|8787|M|1|2012|11|53|91|13|13|215|218|NULL
1040|8787|M|2|2012|7|49|22|76.5|83.9|773|928|NULL
1040|8787|M|1|2012|12|44|20|79.1|100|206|206|NULL
1040|8787|M|2|2012|3|49.5|22|75.3|81.6|762|915|NULL
1040|8787|M|2|2012|6|50|50|61.5|46.2|13|13|NULL
1040|8787|M|1|2012|2|53|59.5|44.4|63.4|405|486|NULL
1040|8787|M|2|2012|11|52|57|46.4|41|211|217|NULL
1040|8787|M|1|2012|6|52|69|30.8|38.5|13|13|NULL
1040|8787|M|2|2012|4|46|31.5|58.8|62.4|68|87|NULL
1040|8787|M|1|2012|3|49|57|43.9|64.1|766|915|NULL
1040|8787|M|1|2012|4|41|71.5|25|49.4|68|87|NULL
1040|8787|M|1|2012|5|48|58|42.5|63.2|821|989|NULL
1040|8787|M|1|2012|1|43|58|40.3|62.4|429|516|NULL
1040|8787|M|2|2012|2|54|22|77.5|83|405|485|NULL
1040|8787|M|1|2012|9|48|66|33.8|56.7|687|855|NULL
1040|8787|M|2|2012|1|46|24|70.6|77.2|425|517|NULL
1040|8787|M|2|2012|9|49|27|69.2|76.7|685|855|NULL
1040|8787|M|2|2012|10|50|8|96.6|99.3|145|147|NULL
1040|8787|M|2|2013|7|52|17|81.6|86.1|772|928|NULL
1040|8787|M|1|2013|8|55.5|93|17.6|23.3|68|73|NULL
1040|8787|M|2|2013|11|57|53|52.3|42.1|214|214|NULL
1040|8787|M|2|2013|3|52|18|79.6|84.5|761|898|NULL
1040|8787|M|1|2013|1|60|52.5|56.8|75.1|438|518|NULL
1040|8787|M|1|2013|7|61|52|58.9|77.3|777|928|NULL
1040|8787|M|1|2013|11|65|86|29.1|26.3|213|213|NULL
1040|8787|M|2|2013|4|48|32|64.6|63.1|79|103|NULL
1040|8787|M|2|2013|1|49|20|75.3|80.6|433|515|NULL
1040|8787|M|1|2013|2|60|58|54.3|71.4|407|483|NULL
1040|8787|M|1|2013|9|60|62|49.2|68.7|703|854|NULL
1040|8787|M|1|2013|5|60|55|55.8|73.4|833|988|NULL
1040|8787|M|1|2013|10|63.5|21|87.3|100|142|147|NULL
1040|8787|M|2|2013|6|75|36|83.3|61.5|12|13|NULL
1040|8787|M|2|2013|10|53.5|6|97.1|100|140|147|NULL
1040|8787|M|1|2013|3|61|53|57.6|75.8|766|898|NULL
1040|8787|M|2|2013|2|53|16|81.3|84.2|407|486|NULL
1040|8787|M|1|2013|6|64.5|54|41.7|69.2|12|13|NULL
1040|8787|M|2|2013|8|48|59.5|39.7|34.2|68|73|NULL
1040|8787|M|2|2013|12|46|6|94.7|100|209|209|NULL
1040|8787|M|1|2013|4|52|64|36.7|51.5|79|103|NULL
1040|8787|M|2|2013|5|51|18|78.1|82.6|828|988|NULL
1040|8787|M|2|2013|9|51|21|74.4|79.3|700|854|NULL
1040|8787|M|1|2013|12|58|21.5|86.5|100|208|208|NULL
2690|8881|E|2|2011|11|48|70|15|10|20|20|NULL
2690|8881|E|2|2011|6|32|33|40|83.3|5|7|NULL
2690|8881|E|1|2011|4|32.5|54.5|25.8|54.7|66|106|NULL
2690|8881|E|2|2011|5|41|45|43.2|62.3|74|122|NULL
2690|8881|E|1|2011|9|30|55|23.6|54.9|72|122|NULL
2690|8881|E|1|2011|3|21.5|53|16.7|68.2|12|22|NULL
2690|8881|E|1|2011|1|29|55|17.1|52.2|41|67|NULL
2690|8881|E|1|2011|5|30|55|23.3|57.9|73|121|NULL
2690|8881|E|1|2011|11|36.5|74|0|0|20|20|NULL
2690|8881|E|1|2011|12|26|33.5|30|95|20|20|NULL
2690|8881|E|2|2011|9|32|45|38.4|61.5|73|123|NULL
2690|8881|E|1|2011|2|39|47|32.4|62.3|37|61|NULL
2690|8881|E|2|2011|8|46.5|68.5|21.4|14.3|14|21|NULL
2690|8881|E|2|2011|10|60.5|21.5|100|100|6|6|NULL
2690|8881|E|2|2011|4|41|44|44.8|61.7|67|107|NULL
2690|8881|E|2|2011|2|32|45|42.1|67.2|38|62|NULL
2690|8881|E|2|2011|1|41|43|43.9|59.7|41|67|NULL
2690|8881|E|2|2011|7|40|41|47.7|72.9|65|108|NULL
2690|8881|E|1|2011|6|39|43|40|42.9|5|7|NULL
2690|8881|E|2|2011|12|29.5|22|60|90|20|20|NULL
2690|8881|E|1|2011|10|33.5|35.5|33.3|100|6|6|NULL
2690|8881|E|2|2011|3|36.5|48.5|33.3|71.4|12|22|NULL
