DISTRICT_NUMBER|CONTENT_AREA|YEAR|GRADE|STUDENTGROUP|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT
2690|2|2011|10|11|39|93|16.3|16.5|233|264
2690|2|2011|10|12|37|1|98.9|95.7|266|285
2690|2|2011|4|11|47|59|35.9|29.1|281|286
2690|2|2011|4|12|32|20|63.1|93.8|290|290
2690|2|2011|5|11|39|61|32.5|25.6|308|313
2690|2|2011|5|12|40|16|74.5|97.6|294|296
2690|2|2011|6|11|44|62|29.5|22.2|278|296
2690|2|2011|6|12|33|16|67.6|95.6|272|273
2690|2|2011|7|11|42|66|27|9.7|259|279
2690|2|2011|7|12|30|17|66|95.8|259|265
2690|2|2011|8|11|47|71|23.3|9.2|296|310
2690|2|2011|8|12|33|11|79.3|94.4|299|307
2690|2|2011|9|11|48|87|19.7|11.1|279|335
2690|2|2011|9|12|39|5|89.5|93.8|277|296
2690|2|2012|10|11|39|92.5|10.9|10.6|230|266
2690|2|2012|10|12|37|2|94.5|93|291|311
2690|2|2012|4|11|46|57|36.1|27.3|299|300
2690|2|2012|4|12|40|22|71.1|93.5|291|291
2690|2|2012|5|11|43|65|29.9|25.8|298|299
2690|2|2012|5|12|35.5|15|73.6|96.5|288|288
2690|2|2012|6|11|42|67|34|21.9|285|290
2690|2|2012|6|12|28|12|69.3|95|280|280
2690|2|2012|7|11|41|68|23.4|12|269|280
2690|2|2012|7|12|33|16|71.9|90|267|272
2690|2|2012|8|11|50|78|25.3|11.1|273|285
2690|2|2012|8|12|33.5|11|77.7|90.3|264|274
2690|2|2012|9|11|43|86|13.8|10.4|282|376
2690|2|2012|9|12|39.5|7|87.4|95.2|294|317
2690|2|2013|10|11|56.5|95|17.8|16.9|258|272
2690|2|2013|10|12|42|2|97.6|94.8|294|307
2690|2|2013|4|11|47|58|39.5|29.5|311|312
2690|2|2013|4|12|35.5|17.5|71.9|95.8|306|306
2690|2|2013|5|11|39|66|25.3|21.1|297|298
2690|2|2013|5|12|37|13|77.9|96.9|290|290
2690|2|2013|6|11|40|70|24.5|16.7|269|269
2690|2|2013|6|12|41|13|79.8|96.2|262|262
2690|2|2013|7|11|42|66|30.5|16.3|282|288
2690|2|2013|7|12|33|12|77.5|96.8|276|277
2690|2|2013|8|11|51|76.5|27.7|17.4|264|265
2690|2|2013|8|12|37|9|84.1|96.8|252|252
2690|2|2013|9|11|46|89|17.3|12.6|266|325
2690|2|2013|9|12|39|4|87.7|92.7|261|275
