DISTRICT_NUMBER|SCHOOL_NUMBER|EMH_LEVEL|CONTENT_AREA|YEAR|GRADE|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT
1040|8076|E|1|2012|5|64|26|76.1|82.9|67|82
1040|8076|E|2|2012|4|54.5|28.5|67.3|75.8|52|66
1040|8076|E|2|2012|5|70|24.5|87.9|86.6|66|82
1040|8113|E|1|2010|4|67|35|73.6|91.9|72|86
1040|8113|E|1|2010|5|63.5|36.5|71.8|92|78|87
1040|8113|E|2|2010|4|58.5|34.5|75|91.9|72|86
1040|8113|E|2|2010|5|54|27|75.6|94.3|78|87
1040|8113|E|2|2011|4|50|32|69.1|82.1|81|95
1040|8113|E|2|2011|5|57|28|76.5|88.5|85|87
1040|8113|E|1|2011|4|45|44|45.7|92.6|81|95
1040|8113|E|1|2011|5|61|47|67.1|89.7|85|87
1040|8113|E|1|2012|4|61|32|83.1|91.7|89|109
1040|8113|E|1|2012|5|72.5|32.5|81.5|90.3|92|103
1040|8113|E|2|2012|4|46|25|71.6|84.3|88|108
1040|8113|E|2|2012|5|56.5|23|78.3|88.3|92|103
2690|8161|E|1|2010|4|47|47|50|78.8|32|33
2690|8161|E|1|2010|5|31|48|32|59.3|25|27
2690|8161|M|2|2010|6|28|46|36.8|50|19|20
2690|8161|M|2|2010|7|41|51.5|28.6|37.5|14|16
2690|8161|M|2|2010|8|72|45|73.3|53.3|15|15
2690|8161|M|1|2010|7|46.5|85.5|7.1|6.2|14|16
2690|8161|E|2|2010|4|35.5|45.5|43.3|59.4|30|32
2690|8161|E|2|2010|5|42|42|56|55.6|25|27
2690|8161|M|1|2010|6|60|67|42.1|55|19|20
2690|8161|M|1|2010|8|48|76|13.3|33.3|15|15
2690|8161|E|2|2011|5|54|41|63.3|71|30|31
2690|8161|E|1|2011|4|24|55|10.3|41.2|29|34
2690|8161|E|2|2011|4|13|37|13.8|36.4|29|33
2690|8161|E|1|2011|5|31.5|65.5|23.3|53.1|30|33
2690|8161|E|1|2012|5|6.5|64|3.1|23.7|32|38
2690|8161|E|2|2012|4|9|37|15.8|36.8|38|38
2690|8161|E|2|2012|5|12|43|28.1|36.8|32|38
2690|8161|E|1|2012|4|5|43|2.6|35.9|39|39
1040|8200|E|1|2011|4|59|51|57.1|78.9|7|19
1040|8200|E|1|2011|5|29|67|0|64.3|3|28
1040|8200|E|2|2011|4|58|35|71.4|84.2|7|19
1040|8200|E|2|2011|5|26|40|33.3|82.1|3|28
1040|8200|E|1|2012|4|47.5|39|60|88.9|10|18
1040|8200|E|1|2012|5|59|45|61.5|85|13|20
1040|8200|E|2|2012|4|67|30|60|94.4|10|18
1040|8200|E|2|2012|5|63|25.5|75|80|12|20
2690|8359|M|1|2010|6|14|64|8.3|31.4|132|158
2690|8359|M|1|2010|7|24|77|7.3|21.5|123|158
2690|8359|M|1|2010|8|48|94|18.8|24.2|154|178
2690|8359|M|2|2010|8|34.5|49.5|42.2|38.9|154|180
2690|8359|M|2|2010|6|31.5|41|34.8|55.1|132|158
2690|8359|M|2|2010|7|24|47|29.6|35.6|125|160
2690|8359|M|1|2011|7|26|87|4.4|11.6|135|157
2690|8359|M|1|2011|6|18|63|8.5|39.9|142|164
2690|8359|M|2|2011|6|31|34|46.9|61.6|143|164
2690|8359|M|1|2011|8|26|96|7|12.8|114|143
2690|8359|M|2|2011|8|27|55|31.5|36.5|111|139
2690|8359|M|2|2011|7|22|43|30.8|37.9|133|159
2690|8359|M|1|2012|7|25.5|75.5|10|26.3|130|137
2690|8359|M|1|2012|8|35|95|11|17.1|127|146
2690|8359|M|1|2012|6|23.5|70|13.6|32.3|118|130
2690|8359|M|2|2012|6|32|46|36.1|44.3|119|131
2690|8359|M|2|2012|7|30|33|42|51.8|131|137
2690|8359|M|2|2012|8|41|47|45.6|44.9|125|147
2690|8403|M|1|2010|6|35|56|28.6|53.8|189|214
2690|8403|M|1|2010|7|26|69|9.8|35.2|183|217
2690|8403|M|1|2010|8|36|80|18.8|32.1|207|225
2690|8403|M|2|2010|8|40|31|58.8|58.4|204|221
2690|8403|M|2|2010|6|43|36|59.9|67.8|192|216
2690|8403|M|2|2010|7|43|34|56|62.7|184|218
2690|8403|M|1|2011|7|39|78|17.8|30.6|185|198
2690|8403|M|1|2011|6|35.5|65|25|50.9|208|222
2690|8403|M|2|2011|6|37|36|53.1|67|207|221
2690|8403|M|1|2011|8|36|85|10|23.8|201|223
2690|8403|M|2|2011|8|40|32|58|62.6|200|223
2690|8403|M|2|2011|7|56|37|62.7|65.1|185|198
2690|8403|M|1|2012|7|47|73|18.6|43.4|199|212
2690|8403|M|1|2012|8|49|79|29.5|40.1|183|197
2690|8403|M|1|2012|6|40|60|32.6|62.1|190|206
2690|8403|M|2|2012|6|42|32|62.4|76|189|204
2690|8403|M|2|2012|7|53|31.5|62.6|61.8|198|212
2690|8403|M|2|2012|8|38|25|63.9|70.1|183|194
470|8686|E|1|2010|4|69|51|67.3|75.9|55|59
470|8686|E|1|2010|5|35.5|56|29.6|50|54|56
470|8686|E|2|2010|4|42|46.5|50|31|20|59
470|8686|E|2|2010|5|62|61|52.1|44.6|48|56
470|8686|E|2|2011|4|54|44|53.3|44.4|15|54
470|8686|E|2|2011|5|74|66|60|48.3|55|58
470|8686|E|1|2011|4|33.5|65.5|25|53.7|52|54
470|8686|E|1|2011|5|52|67|32.7|64.4|55|59
470|8686|E|1|2012|4|35.5|49.5|37|49|46|51
470|8686|E|1|2012|5|65|69|51.1|43.4|47|53
470|8686|E|2|2012|4|47|58|42.1|31.4|19|51
470|8686|E|2|2012|5|53|46|63.8|50.9|47|53
2690|8764|H|1|2010|10|30|99|0|0|9|18
2690|8764|H|1|2010|9|20.5|99|0|6.1|22|53
2690|8764|H|2|2010|10|9.5|81|10|21.1|10|21
2690|8764|H|2|2010|9|55|76|38.1|30.6|21|51
2690|8764|M|1|2010|7|27|86|11.8|11.4|17|35
2690|8764|M|2|2010|7|22|49|23.5|25.7|17|35
2690|8764|M|2|2010|8|41|55|33.3|31.8|15|22
2690|8764|M|1|2010|8|46|97|6.7|4.5|15|23
2690|8764|H|1|2011|10|46.5|99|0|0|18|25
2690|8764|H|2|2011|10|13|52|23.5|16.7|17|24
2690|8764|M|1|2011|7|33.5|90.5|0|0|10|21
2690|8764|H|1|2011|9|34.5|99|0|6.3|28|67
2690|8764|M|2|2011|7|34|59.5|20|30|10|20
2690|8764|H|2|2011|9|30|73|20.7|28.8|29|66
2690|8764|M|1|2011|8|29|99|6.5|6.1|31|33
2690|8764|M|2|2011|8|26|70|15.6|5.9|32|34
2690|8764|H|2|2012|10|57|91|25|28.1|24|32
2690|8764|H|1|2012|10|49|99|0|0|23|31
2690|8764|H|1|2012|9|68|99|12|8.1|25|37
2690|8764|H|2|2012|9|55|83|28|27|25|37
2690|8764|M|1|2012|7|49|96|0|0|9|17
2690|8764|M|1|2012|8|59|98.5|0|0|4|10
2690|8764|M|2|2012|7|46|61|33.3|11.8|9|17
2690|8764|M|2|2012|8|36.5|82|0|20|4|10
1040|8787|M|1|2010|6|58.5|49|59|77.8|278|330
1040|8787|M|1|2010|7|52|61|37.1|64.2|272|336
1040|8787|M|1|2010|8|60.5|58|54.2|70.9|308|350
1040|8787|M|2|2010|8|51|16|75.9|81.1|307|349
1040|8787|M|2|2010|6|53|28|70.7|81.8|280|330
1040|8787|M|2|2010|7|59.5|27|79.5|82.4|268|334
1040|8787|M|1|2011|7|46|63|37.2|57.7|290|346
1040|8787|M|1|2011|6|53|53|50.8|77|244|295
1040|8787|M|2|2011|6|47|24|72|79.7|243|294
1040|8787|M|1|2011|8|46|62|40.3|56.4|300|361
1040|8787|M|2|2011|8|41|18|72.4|79.8|297|362
1040|8787|M|2|2011|7|58.5|26|77.2|80.5|290|346
1040|8787|M|1|2012|7|54.5|58|47.3|73.7|262|315
1040|8787|M|1|2012|8|61|58|54.5|68.1|319|348
1040|8787|M|1|2012|6|65|50|65.2|78.4|264|338
1040|8787|M|2|2012|6|47|21|74.8|84.1|262|339
1040|8787|M|2|2012|7|61|19|80.8|81.5|261|314
1040|8787|M|2|2012|8|48|16|78.9|81.3|317|348
2690|8881|E|1|2010|4|27|44|23.1|62.5|39|40
2690|8881|E|1|2010|5|36|59|25.6|47.9|39|48
2690|8881|E|2|2010|4|23.5|42.5|30|53.7|40|41
2690|8881|E|2|2010|5|50|45|56.4|58.3|39|48
2690|8881|E|2|2011|4|53|47|55.2|57.1|29|35
2690|8881|E|2|2011|5|52|43|51.2|58.7|41|46
2690|8881|E|1|2011|4|43|65|41.4|70.6|29|34
2690|8881|E|1|2011|5|23|70|14.6|35.6|41|45
2690|8881|E|1|2012|4|52|62|46.5|69.6|43|46
2690|8881|E|1|2012|5|48|59|35.5|64.5|31|31
2690|8881|E|2|2012|4|50|48|59.5|55.6|42|45
2690|8881|E|2|2012|5|49.5|36.5|53.3|64.5|30|31
2690|8972|M|1|2010|6|24|58|18.2|50.4|209|227
2690|8972|M|1|2010|7|35.5|64|20.4|58.3|186|208
2690|8972|M|1|2010|8|31|73|10.1|35.6|199|225
2690|8972|M|2|2010|8|39|27|55.3|59.3|199|227
2690|8972|M|2|2010|6|37|32|54.6|73.7|207|227
2690|8972|M|2|2010|7|36|29|55.1|69|187|208
2690|8972|M|1|2011|7|50|79|24.2|38|207|221
2690|8972|M|1|2011|6|30|62|20.3|57.9|197|219
2690|8972|M|2|2011|6|29|29|48.2|69.4|197|219
2690|8972|M|1|2011|8|42|72|21.5|41|181|199
2690|8972|M|2|2011|8|47|24|65.6|68|180|199
2690|8972|M|2|2011|7|36|33|51.5|61.2|204|221
2690|8972|M|1|2012|7|36|73|16.6|37.1|229|245
2690|8972|M|1|2012|8|40|84|17.2|32.7|227|248
2690|8972|M|1|2012|6|27|69|12.2|39.1|205|225
2690|8972|M|2|2012|6|30|38|40.9|54.5|203|224
2690|8972|M|2|2012|7|30|34|50.9|58.6|228|244
2690|8972|M|2|2012|8|44|30|58.7|52.4|225|248
470|9027|E|1|2010|4|72|50|72.7|75.9|55|58
470|9027|E|1|2010|5|46|55|45.6|60|68|71
470|9027|E|2|2010|4|44|47|41.5|44.8|41|58
470|9027|E|2|2010|5|44|47|47.8|48.6|67|72
470|9027|E|2|2011|4|29.5|50.5|21.9|27.6|32|58
470|9027|E|2|2011|5|61|51|54.7|49.2|53|64
470|9027|E|1|2011|4|37.5|64.5|19.2|50|52|60
470|9027|E|1|2011|5|50|60.5|37|52.4|54|63
470|9027|E|1|2012|4|60.5|55|62|77.8|50|54
470|9027|E|1|2012|5|51|68.5|35.7|52.5|56|61
470|9027|E|2|2012|4|38|50|32.3|28.6|31|56
470|9027|E|2|2012|5|49|67|36.4|34.4|55|61
470|9047|E|1|2010|4|34|57.5|25|43.8|44|48
470|9047|E|1|2010|5|28|67|22|23.8|41|42
470|9047|E|2|2010|4|50|64|33.3|28.9|21|45
470|9047|E|2|2010|5|34.5|63|27.8|14.3|36|42
470|9047|E|2|2011|4|43.5|49|50|37.5|22|56
470|9047|E|2|2011|5|32.5|65.5|26.2|25.5|42|51
470|9047|E|1|2011|4|27|63|14.3|47.4|49|57
470|9047|E|1|2011|5|31.5|82|6.5|15.1|46|53
470|9047|E|1|2012|4|23.5|61.5|21.4|35.9|56|64
470|9047|E|1|2012|5|38|74.5|25|31.5|52|54
470|9047|E|2|2012|4|41|59|37|20.3|27|59
470|9047|E|2|2012|5|50.5|68.5|38|27.8|50|54
470|9103|M|1|2010|6|49.5|48|51.3|71.3|158|167
470|9103|M|1|2010|7|59|53|54.3|74.5|197|212
470|9103|M|1|2010|8|42|67|38.3|52.8|227|248
470|9103|M|2|2010|8|47|20|68.7|71.5|227|249
470|9103|M|2|2010|6|57.5|29|70.9|76|158|167
470|9103|M|2|2010|7|47|17.5|72.1|77.8|197|213
470|9103|M|1|2011|7|53|68.5|37.5|55.9|160|179
470|9103|M|1|2011|6|58.5|55|50|67.1|184|208
470|9103|M|2|2011|6|51.5|21|67|73.9|182|208
470|9103|M|1|2011|8|50.5|45|57.1|65.1|198|215
470|9103|M|2|2011|8|52|10.5|79.3|81.8|198|214
470|9103|M|2|2011|7|60.5|26.5|73.8|73.7|160|179
470|9103|M|1|2012|7|61|62|51.2|67|203|218
470|9103|M|1|2012|8|50|65|37.3|60.5|169|190
470|9103|M|1|2012|6|65|52|57.8|71|187|210
470|9103|M|2|2012|6|51|25|64|75.7|189|210
470|9103|M|2|2012|7|57|20|75.9|74.3|203|218
470|9103|M|2|2012|8|46|14|69.5|73.8|167|187
470|9268|E|1|2012|4|34|51|34.3|61.7|35|47
470|9268|E|1|2012|5|22|48|29.6|50|27|36
470|9268|E|2|2012|4|49.5|34|55.9|69.6|34|46
470|9268|E|2|2012|5|44|35|64|68.6|25|35
470|9268|M|1|2012|6|16|66|6.5|37.2|31|43
470|9268|M|1|2012|7|51|78|20|56.5|15|23
470|9268|M|1|2012|8|29|95.5|7.1|27.8|14|18
470|9268|M|2|2012|6|48|33|69.7|68.9|33|45
470|9268|M|2|2012|7|62|42|73.3|65.2|15|23
470|9268|M|2|2012|8|65|41|78.6|72.2|14|18
2690|9306|H|1|2010|10|52.5|94.5|28.2|26.5|202|232
2690|9306|H|1|2010|9|37|97|10.1|20.9|179|274
2690|9306|H|2|2010|10|43.5|7|77.2|72.6|202|232
2690|9306|H|2|2010|9|48|31|60|63.2|180|274
2690|9306|H|2|2011|10|37|21|60.6|55.6|203|244
2690|9306|H|2|2011|9|46.5|39|48.9|54.9|182|311
2690|9306|H|1|2011|10|49|99|23.2|20.5|207|248
2690|9306|H|1|2011|9|35|96.5|14.1|25|184|311
2690|9306|H|1|2012|10|42|99|18.2|18.6|209|247
2690|9306|H|1|2012|9|31|99|4.3|15.9|163|277
2690|9306|H|2|2012|10|41.5|11|66.7|64|210|250
2690|9306|H|2|2012|9|34.5|37|46.9|54|160|276
470|9452|E|1|2010|4|39.5|51.5|36.5|55.6|52|54
470|9452|E|1|2010|5|64|55|61.5|71.9|52|57
470|9452|E|2|2010|4|59|46|64.7|58.5|51|53
470|9452|E|2|2010|5|62|35|65.4|77.2|52|57
470|9452|E|2|2011|4|53|42|64.5|65.2|62|69
470|9452|E|2|2011|5|62|36|58.7|66|46|50
470|9452|E|1|2011|4|44|60|31.7|65.7|63|70
470|9452|E|1|2011|5|74.5|74.5|54.3|60|46|50
470|9452|E|1|2012|4|46.5|50.5|43.1|65.8|72|73
470|9452|E|1|2012|5|61|60|50.7|62.3|67|69
470|9452|E|2|2012|4|66|37|63.4|68.5|71|73
470|9452|E|2|2012|5|46.5|40|60.3|65.7|68|70
470|9475|M|1|2010|6|65|69|53.2|56.7|111|121
470|9475|M|1|2010|7|65|84|27.5|33.9|102|120
470|9475|M|1|2010|8|65|94|25.5|30.8|165|184
470|9475|M|2|2010|8|48|53|43|38.5|165|184
470|9475|M|2|2010|6|54|56|52.3|50.8|111|121
470|9475|M|2|2010|7|54.5|61|43.1|33.1|102|120
470|9475|M|1|2011|7|39|82|16.5|32.5|97|114
470|9475|M|1|2011|6|48|80|26.7|36.7|116|139
470|9475|M|2|2011|6|52|60|39.7|36|116|138
470|9475|M|1|2011|8|40|95|11.7|22.8|103|123
470|9475|M|2|2011|8|52.5|70|35.6|32.5|104|123
470|9475|M|2|2011|7|55|55|56.7|48.2|97|114
470|9475|M|1|2012|7|48|85.5|15.8|28.4|114|134
470|9475|M|1|2012|8|39|88.5|24.5|30.2|102|116
470|9475|M|1|2012|6|51|71|35|46.7|137|150
470|9475|M|2|2012|6|50.5|53|52.9|53.6|138|153
470|9475|M|2|2012|7|50|59|44.1|26.9|111|134
470|9475|M|2|2012|8|39.5|45.5|45.1|41.5|102|118
470|9546|H|1|2010|10|39|97|22.8|21.9|167|197
470|9546|H|1|2010|9|59|94|24.7|29|215|256
470|9546|H|2|2010|10|43|12|64.2|63.5|165|196
470|9546|H|2|2010|9|51|23|63.3|62.3|215|257
470|9546|H|2|2011|10|68.5|22|72.1|73|226|249
470|9546|H|2|2011|9|64.5|27|66.8|68.2|226|257
470|9546|H|1|2011|10|62|99|26.3|25.5|228|247
470|9546|H|1|2011|9|58.5|92|22.6|29|226|256
470|9546|H|1|2012|10|51|99|22.6|21.9|212|233
470|9546|H|1|2012|9|56|94|26.3|30.9|217|246
470|9546|H|2|2012|10|51.5|9|71.2|71.7|212|233
470|9546|H|2|2012|9|56|23|72.8|69|217|245
1040|9579|H|1|2010|10|73|71|55.6|56.3|117|119
1040|9579|H|1|2010|9|65.5|57.5|51.2|63.2|160|163
1040|9579|H|2|2010|10|54|2|94.9|95|117|119
1040|9579|H|2|2010|9|61.5|6|90.6|95.1|160|163
1040|9579|H|2|2011|10|46|2|90.5|90.8|148|153
1040|9579|H|2|2011|9|60|8|92.5|94.2|146|154
1040|9579|H|1|2011|10|66.5|37|62.8|63.2|148|153
1040|9579|H|1|2011|9|66|63.5|55.5|60.1|146|153
1040|9579|H|1|2012|10|66|45.5|56.2|55.3|130|132
1040|9579|H|1|2012|9|64|48|58|70.6|169|177
1040|9579|H|2|2012|10|63|2|96.9|96.9|130|131
1040|9579|H|2|2012|9|58|4|94.1|97.7|169|177
470|9632|E|1|2010|4|32|44.5|37.8|69.2|90|117
470|9632|E|2|2010|4|45|39|54.4|70.7|90|117
470|9632|E|1|2011|4|48|60|33.3|73.8|114|130
470|9632|E|2|2011|4|44|38|54.9|70|113|130
470|9632|E|1|2012|4|48|54.5|43.1|64.2|58|67
470|9632|E|1|2012|5|58.5|53.5|60.7|71|84|93
470|9632|E|2|2012|4|44.5|37|56.9|65.2|58|66
470|9632|E|2|2012|5|58|28|77.4|87.1|84|93
2690|9667|E|1|2010|4|32|42|44.1|61.5|34|39
2690|9667|E|1|2010|5|21|41.5|27.8|61|36|41
2690|9667|E|2|2010|4|34.5|38|35.3|56.4|34|39
2690|9667|E|2|2010|5|31|38.5|47.2|63.4|36|41
2690|9667|M|2|2010|6|53|28|63.4|80|41|45
2690|9667|M|2|2010|7|44.5|32|62.5|64.3|24|28
2690|9667|M|2|2010|8|41|32|57.1|66.7|28|31
2690|9667|M|1|2010|6|54|59|53.7|62.2|41|45
2690|9667|M|1|2010|7|20|67.5|4.2|32.1|24|28
2690|9667|M|1|2010|8|25|90|7.1|13.3|28|31
2690|9667|E|1|2011|5|42.5|61.5|35.7|59.4|28|32
2690|9667|M|2|2011|6|53|27|75|83|44|47
2690|9667|M|1|2011|8|63.5|78|31.8|45.5|22|22
2690|9667|E|2|2011|4|37.5|31.5|50|65|36|40
2690|9667|E|1|2011|4|35|57.5|33.3|72.5|36|40
2690|9667|M|1|2011|6|41.5|57.5|27.3|66|44|47
2690|9667|M|1|2011|7|45|77|22|43.9|41|41
2690|9667|M|2|2011|7|39|28|53.7|70.7|41|41
2690|9667|E|2|2011|5|51.5|42.5|60.7|71.9|28|32
2690|9667|M|2|2011|8|66|29|77.3|72.7|22|22
2690|9667|M|1|2012|7|40|67|25.8|55.6|31|36
2690|9667|M|1|2012|8|24|79|13.9|41.7|36|36
2690|9667|E|1|2012|5|40|59|24.1|59|29|39
2690|9667|E|2|2012|4|33|39|50|57.5|36|40
2690|9667|E|2|2012|5|57|31|65.5|71.8|29|39
2690|9667|E|1|2012|4|22.5|54|19.4|57.5|36|40
2690|9667|M|1|2012|6|67|69|54.5|61.1|33|36
2690|9667|M|2|2012|6|45|38|60.6|72.2|33|36
2690|9667|M|2|2012|7|65|21|80.6|83.3|31|36
2690|9667|M|2|2012|8|52|20.5|72.2|78.4|36|37
1040|9669|E|1|2010|4|46.5|35|51.9|76.8|54|69
1040|9669|E|1|2010|5|50|37|52.9|81|51|58
1040|9669|E|2|2010|4|49|32|66.7|87|54|69
1040|9669|E|2|2010|5|45|24|80.4|89.7|51|58
1040|9669|E|2|2011|4|50|34|63.6|75.4|55|61
1040|9669|E|2|2011|5|47|26.5|71|82.4|62|68
1040|9669|E|1|2011|4|54|59|47.4|83.3|57|60
1040|9669|E|1|2011|5|51|51|50|75|62|68
1040|9669|E|1|2012|4|47|30|69.5|88.2|59|68
1040|9669|E|1|2012|5|56|46|66.1|74.3|59|70
1040|9669|E|2|2012|4|41|25|55.2|83.8|58|68
1040|9669|E|2|2012|5|47|28|66.7|74.3|60|70
470|9742|E|1|2012|4|25|46|35.6|72.8|73|103
470|9742|E|1|2012|5|46|54|40|62|45|50
470|9742|E|2|2012|4|49.5|27|63.5|82.7|74|104
470|9742|E|2|2012|5|61|31|71.1|78|45|50
470|9755|E|1|2010|4|54|48|51.9|72.7|79|88
470|9755|E|1|2010|5|59|57|50.6|62.2|77|82
470|9755|E|2|2010|4|46.5|42.5|51.3|57.5|78|87
470|9755|E|2|2010|5|48|43|61|65.9|77|82
470|9755|E|2|2011|4|51.5|39.5|55|76.1|80|88
470|9755|E|2|2011|5|65|38|61.7|69|81|87
470|9755|E|1|2011|4|50|57|43.2|71.6|81|88
470|9755|E|1|2011|5|49.5|60|37.8|67|82|88
470|9755|E|1|2012|4|42|61|34.8|56.8|69|74
470|9755|E|1|2012|5|59|56.5|48.3|60.6|60|66
470|9755|E|2|2012|4|43|46|51.4|56|70|75
470|9755|E|2|2012|5|44|38|60.7|65.7|61|67
1040|9812|E|1|2010|4|54.5|35.5|69.4|91|62|67
1040|9812|E|1|2010|5|61|34|76.9|81.7|65|82
1040|9812|E|2|2010|4|44|29|63.5|81.2|63|69
1040|9812|E|2|2010|5|59|26|87.7|81.5|65|81
1040|9812|E|2|2011|4|50.5|30.5|78.6|85.5|56|62
1040|9812|E|2|2011|5|49.5|23|73.5|89.6|68|77
1040|9812|E|1|2011|4|49|51|54.4|80.6|57|62
1040|9812|E|1|2011|5|53|46|59.7|85.7|67|77
1040|9812|E|1|2012|4|66.5|38|65.5|87.3|58|71
1040|9812|E|1|2012|5|66|29.5|80.9|86.7|68|75
1040|9812|E|2|2012|4|47|29|72.4|83.1|58|71
1040|9812|E|2|2012|5|53|18|82.4|90.7|68|75
470|9898|E|1|2010|4|46|40|64|82.5|89|97
470|9898|E|1|2010|5|50|43|57.7|75.3|71|77
470|9898|E|2|2010|4|59|38|68.9|75.8|90|99
470|9898|E|2|2010|5|50|25|66.2|88.3|71|78
470|9898|E|2|2011|4|67|32|79.3|86.2|82|87
470|9898|E|2|2011|5|58|30|69.7|78.9|89|96
470|9898|E|1|2011|4|70.5|52.5|67.1|89.7|82|87
470|9898|E|1|2011|5|54|53|48.9|77.7|88|95
470|9898|E|1|2012|4|82.5|42.5|84.8|92.8|92|97
470|9898|E|1|2012|5|49.5|33.5|56.2|83.7|80|86
470|9898|E|2|2012|4|83|31|83.5|84.5|91|97
470|9898|E|2|2012|5|65.5|21.5|78.8|88.4|80|86
