DISTRICT_NUMBER|SCHOOL_NUMBER|EMH_LEVEL|TEACHER_USID|CONTENT_AREA|YEAR|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT
2690|7847|E|784705010|2|2011|32|37.5|33.3|85.7|6|7
2690|7847|E|784705004|1|2011|28|66|22.2|66.7|9|9
2690|7847|E|784705002|2|2011|47|29.5|75|88.9|8|9
2690|7847|E|784705005|1|2011|63|68|45.5|58.3|11|12
2690|7847|E|784705004|2|2011|51|42|62.5|56.2|16|16
2690|7847|E|784704003|1|2011|35|60|28.6|55.6|7|9
2690|7847|E|784704005|2|2012|50.5|31|50|75|8|8
2690|7847|E|784704009|1|2012|37|48.5|37.5|87.5|8|8
2690|7847|E|784705003|2|2012|39|38|53.8|69.2|13|13
2690|7847|E|784704002|2|2012|48|35|66.7|68.8|15|16
2690|7847|E|784705004|1|2012|43|59.5|25|41.7|12|12
2690|7847|E|784704006|2|2012|44|38|54.5|54.5|11|11
2690|7847|E|784704006|1|2012|41|58|42.9|75|7|8
2690|7847|E|784705003|1|2012|46|43|36.4|72.7|11|11
2690|7847|E|784704001|1|2012|87.5|62.5|75|75|8|8
2690|7847|E|784705005|2|2012|38|38|42.9|57.1|7|7
2690|7847|E|784704008|1|2012|84|49.5|62.5|88.9|8|9
2690|7847|E|784704001|2|2012|68|34|91.7|84.6|12|13
2690|7847|E|784705006|1|2012|51|56|38.5|71.4|13|14
2690|7847|E|784704008|2|2012|62|30|69.2|78.6|13|14
2690|7847|E|784704002|1|2012|74|46.5|50|76.5|16|17
2690|7847|E|784705006|2|2012|38.5|34|62.5|75|8|8
2690|7847|E|784705004|2|2012|38|37|47.6|52.4|21|21
2690|7847|E|784704007|1|2012|77|52|90.9|100|11|12
2690|7847|E|784705007|1|2012|63|60|63.6|63.6|11|11
2690|7847|E|784705005|1|2012|46|38|44.4|80|9|10
2690|7847|E|784704007|2|2012|53|44|66.7|66.7|9|9
2690|7847|E|784705007|2|2012|31|37.5|50|64.3|12|14
2690|7847|E|784705001|1|2012|55|50|36.4|72.7|11|11
2690|7847|E|784704003|2|2012|32|40|28.6|33.3|7|9
2690|7847|E|784705008|1|2012|65.5|51.5|57.1|78.6|14|14
2690|7847|E|784705001|2|2012|18|34|33.3|50|6|6
2690|7847|E|784704004|1|2012|60|50|58.3|76.9|12|13
2690|7847|E|784705008|2|2012|33|19.5|80|80|10|10
2690|7847|E|784705002|1|2012|49.5|61|40|58.3|10|12
2690|7847|E|784704004|2|2012|26|27|60|60|5|5
2690|7847|E|784704009|2|2012|36|46|36.4|36.4|11|11
2690|7847|E|784705002|2|2012|27|37.5|42.9|81.2|14|16
2690|7847|E|784704005|1|2012|69|42|66.7|88.9|9|9
2690|7847|E|784704003|1|2012|76|62|61.5|84.6|13|13
2690|7925|M|792506101|1|2010|33.5|61.5|23.1|38.7|26|31
2690|7925|M|792508206|2|2010|43|49|45.5|48.6|33|37
2690|7925|M|792508101|1|2010|36|79|3.1|25.7|32|35
2690|7925|M|792506102|1|2010|26|62|16.1|48.6|31|35
2690|7925|M|792508207|2|2010|30.5|34.5|50|48.9|38|46
2690|7925|M|792508102|1|2010|43|82.5|13.2|33.3|38|43
2690|7925|M|792506103|1|2010|21|61|13.2|47.6|38|42
2690|7925|M|792508208|2|2010|50|43|60|54.1|35|37
2690|7925|M|792508103|1|2010|40|94|9.8|20.9|41|43
2690|7925|M|792506104|1|2010|32|64.5|15.8|43.6|38|39
2690|7925|M|792506202|2|2010|35.5|30.5|43.8|58.3|32|36
2690|7925|M|792508104|1|2010|36|89|12.2|25.6|41|44
2690|7925|M|792506105|1|2010|16.5|49|17.9|51.5|28|33
2690|7925|M|792506203|2|2010|50|33.5|57.1|69.2|35|40
2690|7925|M|792508105|1|2010|42|79|12.1|23.7|33|38
2690|7925|M|792506106|1|2010|27|59|7.3|45.2|41|42
2690|7925|M|792506204|2|2010|35.5|39|39.5|66.7|38|40
2690|7925|M|792508106|1|2010|38.5|86|5.6|19|36|42
2690|7925|M|792506107|1|2010|22|56|6.4|38.8|47|49
2690|7925|M|792506205|2|2010|37|34|51.6|66.7|31|36
2690|7925|M|792506201|2|2010|40|37.5|46.7|68.8|30|32
2690|7925|M|792507201|2|2010|21|37|27.6|38.2|29|34
2690|7925|M|792506206|2|2010|29.5|42|28.6|51.6|28|31
2690|7925|M|792507206|2|2010|28|34|43.2|51.2|37|44
2690|7925|M|792507202|2|2010|29|34|44.2|56.5|43|46
2690|7925|M|792506207|2|2010|39|33.5|52.5|65.1|40|43
2690|7925|M|792507207|2|2010|26.5|29|44.1|64.7|34|34
2690|7925|M|792507203|2|2010|43|27|61|65.2|41|46
2690|7925|M|792507107|1|2010|28.5|74|17.5|28.9|40|45
2690|7925|M|792507106|1|2010|33|67.5|25|46.2|24|26
2690|7925|M|792507204|2|2010|33|35|51.6|64.7|31|34
2690|7925|M|792507105|1|2010|44.5|75|26.2|46.7|42|45
2690|7925|M|792507104|1|2010|31|70.5|16.7|33.3|30|33
2690|7925|M|792507205|2|2010|34.5|35.5|40.5|53.3|42|45
2690|7925|M|792508107|1|2010|34|81.5|5.9|21.1|34|38
2690|7925|M|792507102|1|2010|28|64|25.6|32.6|39|46
2690|7925|M|792507101|1|2010|44.5|70|23.5|45.9|34|37
2690|7925|M|792508108|1|2010|27|93|2.9|13.9|34|36
2690|7925|M|792507103|1|2010|38.5|67.5|10|44.4|40|45
2690|7925|M|792508203|2|2010|53.5|43.5|70.6|50|34|38
2690|7925|M|792508205|2|2010|44|47|53.8|51.2|39|41
2690|7925|M|792508204|2|2010|38|43|53.2|55.8|47|53
2690|7925|M|792508202|2|2010|25.5|44|50|47.5|38|40
2690|7925|M|792508201|2|2010|36.5|42|52.9|51.2|34|42
2690|7925|M|792507202|2|2011|40|45|55.6|55.2|27|29
2690|7925|M|792507204|2|2011|40|35|54.8|57.8|42|46
2690|7925|M|792506106|1|2011|39.5|58|26.5|63.9|34|37
2690|7925|M|792507201|2|2011|28.5|40|43.8|52.8|32|36
2690|7925|M|792507203|2|2011|33|45|37.9|45.2|29|31
2690|7925|M|792506101|1|2011|36|70|17.4|46.7|23|30
2690|7925|M|792507206|2|2011|44.5|37.5|52.2|53.2|46|47
2690|7925|M|792507205|2|2011|26.5|41|36.1|51.3|36|40
2690|7925|M|792506102|1|2011|38.5|65|23.3|44.4|30|36
2690|7925|M|792506107|1|2011|42|70.5|15|35.7|40|42
2690|7925|M|792506203|2|2011|32|30|55.6|64.3|36|43
2690|7925|M|792506202|2|2011|43|39|47.1|44.7|34|38
2690|7925|M|792508208|2|2011|24|38|38.9|56.4|36|40
2690|7925|M|792506204|2|2011|31|31|55.6|63.4|36|41
2690|7925|M|792508207|2|2011|24|48|38.2|37.1|34|35
2690|7925|M|792508206|2|2011|38|49.5|48|50|25|29
2690|7925|M|792506103|1|2011|28.5|74|21.4|34.4|28|33
2690|7925|M|792506201|2|2011|58|43.5|69.6|60|23|26
2690|7925|M|792506104|1|2011|17|66|12.1|38.9|33|36
2690|7925|M|792507104|1|2011|46|77|18.9|38.1|37|42
2690|7925|M|792508204|2|2011|32.5|39|46.4|56.7|28|31
2690|7925|M|792506105|1|2011|20|63.5|23.3|50|30|32
2690|7925|M|792507105|1|2011|27.5|82|20.6|33.3|34|36
2690|7925|M|792507207|2|2011|23|30|37.9|53.1|29|32
2690|7925|M|792507101|1|2011|20|83.5|8.8|17.1|34|35
2690|7925|M|792507106|1|2011|27.5|79.5|16.7|28.9|36|38
2690|7925|M|792508101|1|2011|24.5|88|2.8|15.4|36|39
2690|7925|M|792507102|1|2011|36|89|20|18.4|35|39
2690|7925|M|792507107|1|2011|53.5|89.5|25|26.1|40|46
2690|7925|M|792506205|2|2011|32|26|44.1|67.6|34|37
2690|7925|M|792507103|1|2011|40|78|25.6|35.7|39|42
2690|7925|M|792508107|1|2011|27|67|21.2|30.6|33|38
2690|7925|M|792506206|2|2011|22|28.5|42.3|69.7|26|33
2690|7925|M|792508201|2|2011|34|28|48.4|63.2|31|39
2690|7925|M|792508108|1|2011|28|88|2.9|16.7|35|36
2690|7925|M|792506207|2|2011|25|37|35.3|51.3|34|39
2690|7925|M|792508205|2|2011|23|57|29.6|50|27|30
2690|7925|M|792508106|1|2011|31|78.5|10.3|29.7|29|38
2690|7925|M|792508105|1|2011|29|91|3.1|14.7|32|35
2690|7925|M|792508203|2|2011|25|39|34.1|42.2|41|47
2690|7925|M|792508202|2|2011|39|25|50|70.7|36|42
2690|7925|M|792508103|1|2011|31|88|10|19.4|30|36
2690|7925|M|792508102|1|2011|25.5|77|14.7|27|34|38
2690|7925|M|792508104|1|2011|22|85|2.9|21.1|35|38
2690|7925|M|792506106|1|2012|19|78.5|5.9|13.9|34|36
2690|7925|M|792506104|1|2012|20.5|69|11.4|33.3|44|48
2690|7925|M|792506206|2|2012|46|42|51.3|56.8|39|44
2690|7925|M|792506202|2|2012|51.5|32.5|55|54.8|40|42
2690|7925|M|792506201|2|2012|35|42|43.6|52.5|39|40
2690|7925|M|792506105|1|2012|24|73.5|0|19.4|32|36
2690|7925|M|792506203|2|2012|35.5|39|53.3|50|30|34
2690|7925|M|792506101|1|2012|20|66|10.8|28.2|37|39
2690|7925|M|792508105|1|2012|27|88|7.7|17.1|39|41
2690|7925|M|792506204|2|2012|24.5|37.5|40|56.2|30|32
2690|7925|M|792506102|1|2012|33|69|6.9|33.3|29|30
2690|7925|M|792508106|1|2012|25.5|93|5.3|26.8|38|41
2690|7925|M|792506205|2|2012|37.5|54.5|47.4|46.2|38|39
2690|7925|M|792506103|1|2012|19|65|16.2|41|37|39
2690|7925|M|792508107|1|2012|26.5|94|2.5|9.3|40|43
2690|7925|M|792508103|1|2012|37|93|3.2|25.7|31|35
2690|7925|M|792507104|1|2012|21.5|83|9.4|12.1|32|33
2690|7925|M|792508108|1|2012|29|79|17.1|29.3|35|41
2690|7925|M|792508104|1|2012|36.5|89|8.3|18.4|36|38
2690|7925|M|792507105|1|2012|20|75|8.9|28.3|45|53
2690|7925|M|792508201|2|2012|21|42.5|40|45.5|40|44
2690|7925|M|792507203|2|2012|23|38|40.5|51.2|37|41
2690|7925|M|792507106|1|2012|12|79.5|3.1|18.9|32|37
2690|7925|M|792508202|2|2012|24|24|48.1|60.7|27|28
2690|7925|M|792507204|2|2012|16.5|43|20|27.3|30|33
2690|7925|M|792507107|1|2012|19|78|2.6|17.1|38|41
2690|7925|M|792508203|2|2012|46|40|42.4|47.1|33|34
2690|7925|M|792507205|2|2012|18.5|52|25|22.6|28|31
2690|7925|M|792507201|2|2012|17|38|30.8|34.1|39|44
2690|7925|M|792508204|2|2012|27.5|44.5|34.1|34|44|47
2690|7925|M|792507206|2|2012|22|31.5|36.7|40.6|30|32
2690|7925|M|792507202|2|2012|24|40|36.4|39.5|33|38
2690|7925|M|792508205|2|2012|31|39|40.5|48.8|37|41
2690|7925|M|792507207|2|2012|16.5|41.5|22.7|38.8|44|49
2690|7925|M|792507101|1|2012|24|76|5.3|22.5|38|40
2690|7925|M|792508206|2|2012|30|30|48.6|54.8|37|42
2690|7925|M|792508101|1|2012|37|90|19.4|33.3|31|36
2690|7925|M|792507102|1|2012|18|84|10|16.7|30|30
2690|7925|M|792508207|2|2012|21|30|41.9|40.5|31|42
2690|7925|M|792508102|1|2012|27.5|88|11.8|19|34|42
2690|7925|M|792507103|1|2012|16|87|0|11.4|31|35
2690|7925|M|792508208|2|2012|33.5|30.5|55.6|51.3|36|39
470|8008|E|800804001|1|2012|39|22|77.8|90.9|9|11
470|8008|E|800804001|2|2012|70|21|83.3|91.7|12|12
470|8008|E|800804002|1|2012|56|24|60|100|5|5
470|8008|E|800804002|2|2012|54|35.5|66.7|75|12|12
470|8008|E|800804003|1|2012|67|33|90|90.9|10|11
470|8008|E|800804003|2|2012|68|27.5|100|75|4|4
470|8008|E|800804004|1|2012|77|32|73.3|93.8|15|16
470|8008|E|800804004|2|2012|70|25|92.3|100|13|14
470|8008|E|800804005|1|2012|30|33|53.8|76.9|13|13
470|8008|E|800804005|2|2012|57|21|92.9|93.3|14|15
470|8008|E|800804006|1|2012|38|27.5|87.5|100|8|8
470|8008|E|800804006|2|2012|45|28.5|75|75|8|8
470|8008|E|800805001|1|2012|56|24|77.8|77.8|9|9
470|8008|E|800805001|2|2012|30|17|77.8|100|9|9
470|8008|E|800805002|1|2012|54.5|24|80|90|10|10
470|8008|E|800805002|2|2012|71|28|81.8|83.3|11|12
470|8008|E|800805003|1|2012|73|28|78.6|85.7|14|14
470|8008|E|800805003|2|2012|52|19|81.8|90.9|11|11
470|8008|E|800805004|1|2012|37|43|40|80|5|5
470|8008|E|800805004|2|2012|70|31|66.7|66.7|3|3
470|8008|E|800805005|1|2012|58|32.5|75|76.9|12|13
470|8008|E|800805005|2|2012|56|19|81.8|81.8|11|11
470|8008|E|800805006|1|2012|54|33|63.6|90.9|11|11
470|8008|E|800805006|2|2012|55.5|12.5|91.7|100|12|12
470|8064|E|806404001|1|2010|50|35|77.8|100|9|9
470|8064|E|806404005|2|2010|58|29.5|83.3|83.3|6|6
470|8064|E|806405007|2|2010|70|32|76.9|92.3|13|13
470|8064|E|806404001|2|2010|60|18|88.9|77.8|9|9
470|8064|E|806405001|1|2010|51|40|62.5|81.8|8|11
470|8064|E|806404004|1|2010|17|32|36.4|100|11|11
470|8064|E|806404002|1|2010|48|34|58.3|100|12|12
470|8064|E|806405001|2|2010|47|21|73.3|86.7|15|15
470|8064|E|806405009|1|2010|47|46|33.3|60|9|10
470|8064|E|806404002|2|2010|46.5|21|75|100|8|8
470|8064|E|806405002|1|2010|56|41|77.8|80|9|10
470|8064|E|806404005|1|2010|58|33|63.6|90.9|11|11
470|8064|E|806404003|1|2010|54.5|29|75|100|8|9
470|8064|E|806405002|2|2010|43|18|63.6|75|11|12
470|8064|E|806405007|1|2010|56.5|44.5|58.3|75|12|12
470|8064|E|806404003|2|2010|29|23|66.7|78.9|18|19
470|8064|E|806405003|1|2010|56|45|72.7|91.7|11|12
470|8064|E|806404006|1|2010|46|49|63.6|81.8|11|11
470|8064|E|806405005|2|2010|71.5|29.5|70|80|10|10
470|8064|E|806405003|2|2010|54|29|72.7|100|11|12
470|8064|E|806404006|2|2010|78|35|88.9|88.9|9|9
470|8064|E|806404004|2|2010|53.5|29|75|83.3|12|12
470|8064|E|806405004|1|2010|62|44.5|50|58.3|12|12
470|8064|E|806405008|1|2010|37.5|46|50|66.7|12|12
470|8064|E|806405006|2|2010|47|27|77.8|100|9|9
470|8064|E|806405004|2|2010|69|23|66.7|70|9|10
470|8064|E|806405006|1|2010|73|45|63.6|90.9|11|11
470|8064|E|806405005|1|2010|57|42|70|100|10|10
470|8064|E|806405008|2|2010|43|33.5|62.5|88.9|8|9
470|8064|E|806405009|2|2010|39|27|33.3|60|9|10
470|8064|E|806405004|1|2011|80|52|71.4|92.9|14|14
470|8064|E|806405004|2|2011|66|29|81.8|90.9|11|11
470|8064|E|806404001|1|2011|19|49.5|20|75|10|12
470|8064|E|806405005|2|2011|61|27|100|100|9|9
470|8064|E|806405003|1|2011|89|48|85.7|85.7|14|14
470|8064|E|806405006|1|2011|54.5|44.5|50|87.5|8|8
470|8064|E|806404007|1|2011|37.5|61|12.5|75|8|8
470|8064|E|806405005|1|2011|76|42.5|83.3|100|12|12
470|8064|E|806404007|2|2011|49|34.5|80|81.8|10|11
470|8064|E|806404005|1|2011|15.5|56.5|40|72.7|10|11
470|8064|E|806405002|2|2011|69.5|16.5|100|90|10|10
470|8064|E|806404008|2|2011|55|27|71.4|80|14|15
470|8064|E|806404009|1|2011|37|58|22.2|90|9|10
470|8064|E|806404009|2|2011|66.5|30|83.3|85.7|6|7
470|8064|E|806405001|1|2011|69.5|34|80|80|10|10
470|8064|E|806404006|1|2011|38|57|50|70.6|16|17
470|8064|E|806405003|2|2011|65|26|72.7|90.9|11|11
470|8064|E|806404002|1|2011|36|57|41.7|75|12|12
470|8064|E|806405001|2|2011|77|16|100|100|12|12
470|8064|E|806404004|2|2011|10|25.5|50|80|8|10
470|8064|E|806405002|1|2011|57|50|57.1|100|7|7
470|8064|E|806404002|2|2011|36|28|66.7|77.8|9|9
470|8064|E|806405006|2|2011|61|13|100|100|9|9
470|8064|E|806404003|1|2011|41|56|37.5|88.9|8|9
470|8064|E|806404008|1|2011|40|50.5|41.7|75|12|12
470|8064|E|806404005|2|2011|24|32|46.7|56.2|15|16
470|8064|E|806404003|2|2011|77|28|85.7|100|7|8
470|8064|E|806404006|2|2011|47|37|58.3|80|12|15
470|8064|E|806404001|2|2011|33|29|45.5|72.7|11|11
470|8064|E|806404004|1|2011|44|54|41.7|84.6|12|13
470|8064|E|806404004|1|2012|49|36|69.2|92.3|13|13
470|8064|E|806404003|2|2012|27.5|15.5|85.7|100|14|15
470|8064|E|806405001|2|2012|47|29|76.9|84.6|13|13
470|8064|E|806404004|2|2012|48|26|81.8|84.6|11|13
470|8064|E|806404002|2|2012|28|22|66.7|88.9|9|9
470|8064|E|806404007|2|2012|59|21|90|90.9|10|11
470|8064|E|806404005|1|2012|42.5|28|71.4|92.9|14|14
470|8064|E|806404003|1|2012|59|43|84.6|93.8|13|16
470|8064|E|806405002|2|2012|48|27|71.4|85.7|7|7
470|8064|E|806404005|2|2012|69|25|91.7|100|12|12
470|8064|E|806405005|1|2012|51|37|53.3|80|15|15
470|8064|E|806404001|2|2012|50|27|81.8|83.3|11|12
470|8064|E|806404006|1|2012|54|42|40|80|5|5
470|8064|E|806405005|2|2012|51|15|77.8|100|9|9
470|8064|E|806405003|2|2012|69.5|19.5|91.7|93.3|12|15
470|8064|E|806404006|2|2012|41|24|71.4|85.7|7|7
470|8064|E|806405006|1|2012|63|54|55.6|72.7|9|11
470|8064|E|806405004|1|2012|54|26|66.7|70|9|10
470|8064|E|806405002|1|2012|50|29.5|60|69.2|10|13
470|8064|E|806405006|2|2012|43|16.5|66.7|71.4|6|7
470|8064|E|806405004|2|2012|69.5|37.5|87.5|87.5|8|8
470|8064|E|806405007|1|2012|60.5|52.5|50|75|8|8
470|8064|E|806404001|1|2012|59|45|55.6|88.9|9|9
470|8064|E|806405007|2|2012|63|23|100|100|13|15
470|8064|E|806405003|1|2012|69|48.5|50|66.7|12|12
470|8064|E|806405008|1|2012|52.5|33.5|70|90|10|10
470|8064|E|806405001|1|2012|56.5|55|58.3|75|12|12
470|8064|E|806405008|2|2012|57|24|66.7|77.3|21|22
470|8064|E|806404002|1|2012|44|34.5|50|80|10|10
470|8064|E|806405009|1|2012|38|36|60|72.7|10|11
470|8064|E|806404007|1|2012|34|37|46.7|80|15|15
470|8064|E|806405009|2|2012|35|15|71.4|85.7|7|7
1040|8076|E|807604001|1|2010|94|40.5|100|100|8|8
1040|8076|E|807605009|1|2010|27|37|36.4|54.5|11|11
1040|8076|E|807604008|1|2010|53|47|61.5|80|13|15
1040|8076|E|807604001|2|2010|38|50|50|62.5|8|8
1040|8076|E|807604008|2|2010|71|30|66.7|84.6|12|13
1040|8076|E|807605007|2|2010|41|51|28.6|44.4|7|10
1040|8076|E|807604002|1|2010|69.5|48|80|84.6|10|13
1040|8076|E|807604006|2|2010|53|47|54.5|53.8|11|13
1040|8076|E|807605008|1|2010|54|40|57.1|81.8|7|11
1040|8076|E|807604002|2|2010|55.5|30.5|60|84.6|10|13
1040|8076|E|807604007|1|2010|83|42.5|75|84.2|16|19
1040|8076|E|807605008|2|2010|42|32|54.5|78.6|11|14
1040|8076|E|807604003|1|2010|76|53|81.8|83.3|11|12
1040|8076|E|807604007|2|2010|61|37|70|54.5|10|11
1040|8076|E|807604005|2|2010|73|35|90.9|78.6|11|14
1040|8076|E|807604003|2|2010|65|39|76.9|85.7|13|14
1040|8076|E|807605007|1|2010|69.5|37|87.5|88.9|8|9
1040|8076|E|807605009|2|2010|64|31|77.8|72.7|9|11
1040|8076|E|807604004|1|2010|68|37|77.8|100|9|11
1040|8076|E|807605003|1|2010|34|40|40|63.6|5|11
1040|8076|E|807605001|1|2010|32|45|36.4|58.3|11|12
1040|8076|E|807604004|2|2010|64|38|87.5|80|8|10
1040|8076|E|807605003|2|2010|43|35|44.4|70|9|10
1040|8076|E|807605001|2|2010|35|29|66.7|90.9|9|11
1040|8076|E|807604005|1|2010|65|44|75|88.9|8|9
1040|8076|E|807605004|1|2010|51|35|71.4|77.8|7|9
1040|8076|E|807605002|1|2010|57|44|53.8|71.4|13|14
1040|8076|E|807605006|2|2010|36.5|41.5|50|81.8|8|11
1040|8076|E|807605004|2|2010|18|33|37.5|60|8|10
1040|8076|E|807605002|2|2010|52|23.5|83.3|85.7|6|7
1040|8076|E|807604006|1|2010|69|47|100|100|11|11
1040|8076|E|807605005|1|2010|51|52|45.5|83.3|11|12
1040|8076|E|807605006|1|2010|30|45|60|83.3|5|6
1040|8076|E|807605005|2|2010|31|31|45.5|62.5|11|16
1040|8076|E|807604004|1|2011|62.5|33.5|78.6|80|14|15
1040|8076|E|807604004|2|2011|44|29.5|66.7|81.2|12|16
1040|8076|E|807604002|2|2011|37|44|44.4|55.6|9|9
1040|8076|E|807604002|1|2011|66|31|53.8|80|13|15
1040|8076|E|807604005|1|2011|81|47.5|80|83.3|10|12
1040|8076|E|807604003|1|2011|51|31|70|90.9|10|11
1040|8076|E|807604001|1|2011|70.5|47|90|91.7|10|12
1040|8076|E|807604005|2|2011|68|33|50|78.6|10|14
1040|8076|E|807604003|2|2011|53.5|31|80|90|10|10
1040|8076|E|807604008|1|2011|58.5|53|75|81.8|8|11
1040|8076|E|807604006|1|2011|71|45|62.5|77.8|8|9
1040|8076|E|807604008|2|2011|87|50|77.8|63.6|9|11
1040|8076|E|807605003|1|2011|65.5|51.5|70|90|10|10
1040|8076|E|807604006|2|2011|49|34|54.5|73.3|11|15
1040|8076|E|807605005|2|2011|43|22|62.5|80|8|10
1040|8076|E|807605003|2|2011|52|49|60|62.5|5|8
1040|8076|E|807604007|1|2011|82|55|88.9|81.8|9|11
1040|8076|E|807605006|1|2011|53|41|66.7|100|9|9
1040|8076|E|807605004|1|2011|63|46.5|75|83.3|8|12
1040|8076|E|807604007|2|2011|38.5|34|33.3|100|6|10
1040|8076|E|807605006|2|2011|59|19|90.9|75|11|16
1040|8076|E|807605004|2|2011|61|25.5|100|77.8|6|9
1040|8076|E|807605002|2|2011|65|32|81.8|84.6|11|13
1040|8076|E|807604001|2|2011|60|29.5|90|90.9|10|11
1040|8076|E|807605005|1|2011|77.5|41|62.5|80|8|10
1040|8076|E|807605009|2|2011|48|33.5|75|70|8|10
1040|8076|E|807605001|1|2011|57|52|45.5|91.7|11|13
1040|8076|E|807605009|1|2011|55.5|46.5|60|100|10|12
1040|8076|E|807605002|1|2011|58|51.5|41.7|80|12|15
1040|8076|E|807605001|2|2011|45|27|81.8|75|11|12
1040|8076|E|807605008|1|2011|63.5|49|50|75|10|12
1040|8076|E|807605007|2|2011|42|17|72.7|64.3|11|14
1040|8076|E|807605007|1|2011|25.5|50|33.3|50|6|8
1040|8076|E|807605008|2|2011|37|35|44.4|66.7|9|9
1040|8076|E|807604007|1|2012|53|51|66.7|71.4|9|14
1040|8076|E|807604006|2|2012|68|25|76.9|85.7|13|14
1040|8076|E|807604004|2|2012|39|22|71.4|100|7|11
1040|8076|E|807604007|2|2012|54|34|55.6|61.5|9|13
1040|8076|E|807604005|2|2012|71|31|66.7|66.7|9|12
1040|8076|E|807604005|1|2012|58|29|75|80|8|10
1040|8076|E|807604002|1|2012|60|34|71.4|88.9|7|9
1040|8076|E|807604006|1|2012|77|33.5|90|92.3|10|13
1040|8076|E|807604004|1|2012|72.5|52|70|72.7|10|11
1040|8076|E|807604002|2|2012|33|78|40|40|5|5
1040|8076|E|807605006|1|2012|63|18|100|90.9|8|11
1040|8076|E|807605005|2|2012|85|18|100|80|11|15
1040|8076|E|807604003|1|2012|56.5|33|80|84.6|10|13
1040|8076|E|807605006|2|2012|80.5|27.5|87.5|81.8|8|11
1040|8076|E|807605004|2|2012|41|26|85.7|87.5|7|8
1040|8076|E|807604003|2|2012|48|27|63.6|84.6|11|13
1040|8076|E|807605007|1|2012|75|26.5|66.7|100|6|8
1040|8076|E|807605005|1|2012|60|27.5|58.3|69.2|12|13
1040|8076|E|807605003|1|2012|74|20|100|90.9|10|11
1040|8076|E|807605007|2|2012|75.5|16.5|100|90.9|8|11
1040|8076|E|807605001|1|2012|62|36.5|75|80|8|10
1040|8076|E|807605003|2|2012|50|13|100|100|5|7
1040|8076|E|807605008|1|2012|67.5|22|80|87.5|10|16
1040|8076|E|807605001|2|2012|67|47|87.5|77.8|8|9
1040|8076|E|807605004|1|2012|46|25|81.8|92.3|11|13
1040|8076|E|807605008|2|2012|70.5|19.5|85.7|93.3|14|15
1040|8076|E|807605002|1|2012|53.5|43|40|60|10|10
1040|8076|E|807604001|1|2012|61.5|48.5|75|80|12|15
1040|8076|E|807605009|1|2012|67|20.5|83.3|71.4|6|7
1040|8076|E|807605002|2|2012|64|26|100|100|7|7
1040|8076|E|807604001|2|2012|50.5|32.5|75|80|8|10
1040|8076|E|807605009|2|2012|71|32|63.6|71.4|11|14
1040|8113|E|811304001|1|2010|85.5|36.5|91.7|100|12|15
1040|8113|E|811305004|2|2010|56|35|100|100|5|7
1040|8113|E|811304008|1|2010|74|32.5|70|90|10|10
1040|8113|E|811304001|2|2010|62|35|69.2|85.7|13|14
1040|8113|E|811305005|1|2010|75|30|81.8|100|11|13
1040|8113|E|811304008|2|2010|51|34.5|71.4|88.2|14|17
1040|8113|E|811304002|1|2010|74|32.5|100|90.9|8|11
1040|8113|E|811305005|2|2010|41|27|66.7|90|9|10
1040|8113|E|811304009|1|2010|44|42|45.5|73.3|11|15
1040|8113|E|811304002|2|2010|46.5|36|50|88.9|8|9
1040|8113|E|811305006|1|2010|53|39|72.7|90.9|11|11
1040|8113|E|811304009|2|2010|65.5|34|75|100|8|11
1040|8113|E|811304003|1|2010|70|34|55.6|81.8|9|11
1040|8113|E|811305006|2|2010|70|31.5|87.5|88.9|8|9
1040|8113|E|811304005|2|2010|50|32|85.7|100|7|9
1040|8113|E|811304003|2|2010|46|37|85.7|90|7|10
1040|8113|E|811305007|1|2010|67|46|72.7|91.7|11|12
1040|8113|E|811304006|1|2010|76.5|34.5|80|100|10|12
1040|8113|E|811304004|1|2010|68.5|34.5|66.7|100|6|7
1040|8113|E|811305007|2|2010|44.5|24|62.5|88.9|8|9
1040|8113|E|811305001|1|2010|54|28|77.8|90|9|10
1040|8113|E|811304004|2|2010|49|37|75|86.7|12|15
1040|8113|E|811305008|1|2010|60|36.5|57.1|88.9|14|18
1040|8113|E|811305001|2|2010|68|21|90.9|91.7|11|12
1040|8113|E|811304005|1|2010|70|34|81.8|100|11|14
1040|8113|E|811305008|2|2010|74|28|88.2|94.4|17|18
1040|8113|E|811305002|1|2010|61|34|63.6|83.3|11|12
1040|8113|E|811305009|2|2010|22|18|57.1|100|7|9
1040|8113|E|811305009|1|2010|72|32|80|90.9|10|11
1040|8113|E|811305002|2|2010|43.5|26.5|66.7|92.9|12|14
1040|8113|E|811305004|1|2010|49|41|71.4|100|7|8
1040|8113|E|811305003|2|2010|47|27|76.9|100|13|13
1040|8113|E|811305003|1|2010|64|37|66.7|100|9|10
1040|8113|E|811304006|2|2010|59|34|57.1|100|7|9
1040|8113|E|811304007|2|2010|54.5|43|80|91.7|10|12
1040|8113|E|811304007|1|2010|60.5|35.5|75|100|8|8
1040|8113|E|811305007|1|2011|64.5|38|75|93.8|16|16
1040|8113|E|811304007|1|2011|36|42.5|30|100|10|11
